"customer_id","store_id","first_name","last_name","email","address_id","activebool","create_date","last_update","active","address_id","address","address2","district","city_id","postal_code","phone","last_update","city","country"
117,1,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121,true,2006-02-14,2013-05-26 14:49:45.738,1,121,"1967 Sincelejo Place","",Gujarat,176,"73644","577812616052",2006-02-15 09:45:30.000,Gandhinagar,India
118,1,Kim,Cruz,kim.cruz@sakilacustomer.org,122,true,2006-02-14,2013-05-26 14:49:45.738,1,122,"333 Goinia Way","",Texas,185,"78625","909029256431",2006-02-15 09:45:30.000,Grand Prairie,United States
119,1,Sherry,Marshall,sherry.marshall@sakilacustomer.org,123,true,2006-02-14,2013-05-26 14:49:45.738,1,123,"1987 Coacalco de Berriozbal Loop","",al-Qalyubiya,476,"96065","787654415858",2006-02-15 09:45:30.000,Shubra al-Khayma,Egypt
120,2,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,124,true,2006-02-14,2013-05-26 14:49:45.738,1,124,"241 Mosul Lane","",Risaralda,147,"76157","765345144779",2006-02-15 09:45:30.000,Dos Quebradas,Colombia
121,1,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125,true,2006-02-14,2013-05-26 14:49:45.738,1,125,"211 Chiayi Drive","",Uttar Pradesh,164,"58186","665993880048",2006-02-15 09:45:30.000,Etawah,India
122,1,Thelma,Murray,thelma.murray@sakilacustomer.org,126,true,2006-02-14,2013-05-26 14:49:45.738,1,126,"1175 Tanauan Way","",Lima,305,"64615","937222955822",2006-02-15 09:45:30.000,Lima,Peru
123,2,Shannon,Freeman,shannon.freeman@sakilacustomer.org,127,true,2006-02-14,2013-05-26 14:49:45.738,1,127,"117 Boa Vista Way","",Uttar Pradesh,566,"6804","677976133614",2006-02-15 09:45:30.000,Varanasi (Benares),India
124,1,Sheila,Wells,sheila.wells@sakilacustomer.org,128,true,2006-02-14,2013-05-26 14:49:45.738,0,128,"848 Tafuna Manor","",Ktahya,281,"45142","614935229095",2006-02-15 09:45:30.000,Ktahya,Turkey
125,1,Ethel,Webb,ethel.webb@sakilacustomer.org,129,true,2006-02-14,2013-05-26 14:49:45.738,1,129,"569 Baicheng Lane","",Gauteng,85,"60304","490211944645",2006-02-15 09:45:30.000,Boksburg,South Africa
126,1,Ellen,Simpson,ellen.simpson@sakilacustomer.org,130,true,2006-02-14,2013-05-26 14:49:45.738,1,130,"1666 Qomsheh Drive","",So Paulo,410,"66255","582835362905",2006-02-15 09:45:30.000,Po,Brazil
127,2,Elaine,Stevens,elaine.stevens@sakilacustomer.org,131,true,2006-02-14,2013-05-26 14:49:45.738,1,131,"801 Hagonoy Drive","",Smolensk,484,"8439","237426099212",2006-02-15 09:45:30.000,Smolensk,Russian Federation
128,1,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,132,true,2006-02-14,2013-05-26 14:49:45.738,1,132,"1050 Garden Grove Avenue","",Slaskie,236,"4999","973047364353",2006-02-15 09:45:30.000,Jastrzebie-Zdrj,Poland
129,1,Carrie,Porter,carrie.porter@sakilacustomer.org,133,true,2006-02-14,2013-05-26 14:49:45.738,1,133,"1854 Tieli Street","",Shandong,302,"15819","509492324775",2006-02-15 09:45:30.000,Liaocheng,China
130,1,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,134,true,2006-02-14,2013-05-26 14:49:45.738,1,134,"758 Junan Lane","",Gois,190,"82639","935448624185",2006-02-15 09:45:30.000,guas Lindas de Gois,Brazil
131,2,Monica,Hicks,monica.hicks@sakilacustomer.org,135,true,2006-02-14,2013-05-26 14:49:45.738,1,135,"1752 So Leopoldo Parkway","",Taka-Karpatia,345,"14014","252265130067",2006-02-15 09:45:30.000,Mukateve,Ukraine
132,2,Esther,Crawford,esther.crawford@sakilacustomer.org,136,true,2006-02-14,2013-05-26 14:49:45.738,1,136,"898 Belm Manor","",Free State,87,"49757","707169393853",2006-02-15 09:45:30.000,Botshabelo,South Africa
133,1,Pauline,Henry,pauline.henry@sakilacustomer.org,137,true,2006-02-14,2013-05-26 14:49:45.738,1,137,"261 Saint Louis Way","",Coahuila de Zaragoza,541,"83401","321944036800",2006-02-15 09:45:30.000,Torren,Mexico
134,1,Emma,Boyd,emma.boyd@sakilacustomer.org,138,true,2006-02-14,2013-05-26 14:49:45.738,1,138,"765 Southampton Drive","",al-Qalyubiya,421,"4285","23712411567",2006-02-15 09:45:30.000,Qalyub,Egypt
135,2,Juanita,Mason,juanita.mason@sakilacustomer.org,139,true,2006-02-14,2013-05-26 14:49:45.738,1,139,"943 Johannesburg Avenue","",Maharashtra,417,"5892","90921003005",2006-02-15 09:45:30.000,Pune,India
136,2,Anita,Morales,anita.morales@sakilacustomer.org,140,true,2006-02-14,2013-05-26 14:49:45.738,1,140,"788 Atinsk Street","",Karnataka,211,"81691","146497509724",2006-02-15 09:45:30.000,Hubli-Dharwad,India
137,2,Rhonda,Kennedy,rhonda.kennedy@sakilacustomer.org,141,true,2006-02-14,2013-05-26 14:49:45.738,1,141,"1749 Daxian Place","",Gelderland,29,"11044","963369996279",2006-02-15 09:45:30.000,Apeldoorn,Netherlands
138,1,Hazel,Warren,hazel.warren@sakilacustomer.org,142,true,2006-02-14,2013-05-26 14:49:45.738,1,142,"1587 Sullana Lane","",Inner Mongolia,207,"85769","468060467018",2006-02-15 09:45:30.000,Hohhot,China
139,1,Amber,Dixon,amber.dixon@sakilacustomer.org,143,true,2006-02-14,2013-05-26 14:49:45.738,1,143,"1029 Dzerzinsk Manor","",Ynlin,542,"57519","33173584456",2006-02-15 09:45:30.000,Touliu,Taiwan
140,1,Eva,Ramos,eva.ramos@sakilacustomer.org,144,true,2006-02-14,2013-05-26 14:49:45.738,1,144,"1666 Beni-Mellal Place","",Tennessee,123,"13377","9099941466",2006-02-15 09:45:30.000,Clarksville,United States
141,1,Debbie,Reyes,debbie.reyes@sakilacustomer.org,145,true,2006-02-14,2013-05-26 14:49:45.738,1,145,"928 Jaffna Loop","",Hiroshima,172,"93762","581852137991",2006-02-15 09:45:30.000,Fukuyama,Japan
142,1,April,Burns,april.burns@sakilacustomer.org,146,true,2006-02-14,2013-05-26 14:49:45.738,1,146,"483 Ljubertsy Parkway","",Scotland,149,"60562","581174211853",2006-02-15 09:45:30.000,Dundee,United Kingdom
143,1,Leslie,Gordon,leslie.gordon@sakilacustomer.org,147,true,2006-02-14,2013-05-26 14:49:45.738,1,147,"374 Bat Yam Boulevard","",Kilis,266,"97700","923261616249",2006-02-15 09:45:30.000,Kilis,Turkey
144,1,Clara,Shaw,clara.shaw@sakilacustomer.org,148,true,2006-02-14,2013-05-26 14:49:45.738,1,148,"1027 Songkhla Manor","",Minsk,340,"30861","563660187896",2006-02-15 09:45:30.000,Molodetno,Belarus
145,1,Lucille,Holmes,lucille.holmes@sakilacustomer.org,149,true,2006-02-14,2013-05-26 14:49:45.738,1,149,"999 Sanaa Loop","",Gauteng,491,"3439","918032330119",2006-02-15 09:45:30.000,Soshanguve,South Africa
146,1,Jamie,Rice,jamie.rice@sakilacustomer.org,150,true,2006-02-14,2013-05-26 14:49:45.738,1,150,"879 Newcastle Way","",Michigan,499,"90732","206841104594",2006-02-15 09:45:30.000,Sterling Heights,United States
147,2,Joanne,Robertson,joanne.robertson@sakilacustomer.org,151,true,2006-02-14,2013-05-26 14:49:45.738,1,151,"1337 Lincoln Parkway","",Saitama,555,"99457","597815221267",2006-02-15 09:45:30.000,Urawa,Japan
148,1,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,152,true,2006-02-14,2013-05-26 14:49:45.738,1,152,"1952 Pune Lane","",Saint-Denis,442,"92150","354615066969",2006-02-15 09:45:30.000,Saint-Denis,Runion
149,1,Valerie,Black,valerie.black@sakilacustomer.org,153,true,2006-02-14,2013-05-26 14:49:45.738,1,153,"782 Mosul Street","",Massachusetts,94,"25545","885899703621",2006-02-15 09:45:30.000,Brockton,United States
150,2,Danielle,Daniels,danielle.daniels@sakilacustomer.org,154,true,2006-02-14,2013-05-26 14:49:45.738,1,154,"781 Shimonoseki Drive","",Michoacn de Ocampo,202,"95444","632316273199",2006-02-15 09:45:30.000,Hidalgo,Mexico
151,2,Megan,Palmer,megan.palmer@sakilacustomer.org,155,true,2006-02-14,2013-05-26 14:49:45.738,1,155,"1560 Jelets Boulevard","",Shandong,291,"77777","189446090264",2006-02-15 09:45:30.000,Laiwu,China
152,1,Alicia,Mills,alicia.mills@sakilacustomer.org,156,true,2006-02-14,2013-05-26 14:49:45.738,1,156,"1963 Moscow Place","",Assam,354,"64863","761379480249",2006-02-15 09:45:30.000,Nagaon,India
153,2,Suzanne,Nichols,suzanne.nichols@sakilacustomer.org,157,true,2006-02-14,2013-05-26 14:49:45.738,1,157,"456 Escobar Way","",Jakarta Raya,232,"36061","719202533520",2006-02-15 09:45:30.000,Jakarta,Indonesia
154,2,Michele,Grant,michele.grant@sakilacustomer.org,158,true,2006-02-14,2013-05-26 14:49:45.738,1,158,"798 Cianjur Avenue","",Shanxi,590,"76990","499408708580",2006-02-15 09:45:30.000,Yuncheng,China
155,1,Gail,Knight,gail.knight@sakilacustomer.org,159,true,2006-02-14,2013-05-26 14:49:45.738,1,159,"185 Novi Sad Place","",Bern,72,"41778","904253967161",2006-02-15 09:45:30.000,Bern,Switzerland
156,1,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,160,true,2006-02-14,2013-05-26 14:49:45.738,1,160,"1367 Yantai Manor","",Ondo & Ekiti,381,"21294","889538496300",2006-02-15 09:45:30.000,Ondo,Nigeria
157,2,Darlene,Rose,darlene.rose@sakilacustomer.org,161,true,2006-02-14,2013-05-26 14:49:45.738,1,161,"1386 Nakhon Sawan Boulevard","",Pyongyang-si,420,"53502","368899174225",2006-02-15 09:45:30.000,Pyongyang,North Korea
158,1,Veronica,Stone,veronica.stone@sakilacustomer.org,162,true,2006-02-14,2013-05-26 14:49:45.738,1,162,"369 Papeete Way","",North Carolina,187,"66639","170117068815",2006-02-15 09:45:30.000,Greensboro,United States
159,1,Jill,Hawkins,jill.hawkins@sakilacustomer.org,163,true,2006-02-14,2013-05-26 14:49:45.738,1,163,"1440 Compton Place","",North Austria,307,"81037","931059836497",2006-02-15 09:45:30.000,Linz,Austria
160,2,Erin,Dunn,erin.dunn@sakilacustomer.org,164,true,2006-02-14,2013-05-26 14:49:45.738,1,164,"1623 Baha Blanca Manor","",Moskova,310,"81511","149981248346",2006-02-15 09:45:30.000,Ljubertsy,Russian Federation
161,1,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,165,true,2006-02-14,2013-05-26 14:49:45.738,1,165,"97 Shimoga Avenue","",Tel Aviv,533,"44660","177167004331",2006-02-15 09:45:30.000,Tel Aviv-Jaffa,Israel
162,2,Lauren,Hudson,lauren.hudson@sakilacustomer.org,166,true,2006-02-14,2013-05-26 14:49:45.738,1,166,"1740 Le Mans Loop","",Pays de la Loire,297,"22853","168476538960",2006-02-15 09:45:30.000,Le Mans,France
163,1,Cathy,Spencer,cathy.spencer@sakilacustomer.org,167,true,2006-02-14,2013-05-26 14:49:45.738,1,167,"1287 Xiangfan Boulevard","",Gifu,253,"57844","819416131190",2006-02-15 09:45:30.000,Kakamigahara,Japan
164,2,Joann,Gardner,joann.gardner@sakilacustomer.org,168,true,2006-02-14,2013-05-26 14:49:45.738,1,168,"842 Salzburg Lane","",Adana,529,"3313","697151428760",2006-02-15 09:45:30.000,Tarsus,Turkey
165,2,Lorraine,Stephens,lorraine.stephens@sakilacustomer.org,169,true,2006-02-14,2013-05-26 14:49:45.738,1,169,"154 Tallahassee Loop","",Xinxiang,199,"62250","935508855935",2006-02-15 09:45:30.000,Hami,China
166,1,Lynn,Payne,lynn.payne@sakilacustomer.org,170,true,2006-02-14,2013-05-26 14:49:45.738,1,170,"710 San Felipe del Progreso Avenue","",Lilongwe,304,"76901","843801144113",2006-02-15 09:45:30.000,Lilongwe,Malawi
167,2,Sally,Pierce,sally.pierce@sakilacustomer.org,171,true,2006-02-14,2013-05-26 14:49:45.738,1,171,"1540 Wroclaw Drive","",Maharashtra,107,"62686","182363341674",2006-02-15 09:45:30.000,Chandrapur,India
168,1,Regina,Berry,regina.berry@sakilacustomer.org,172,true,2006-02-14,2013-05-26 14:49:45.738,1,172,"475 Atinsk Way","",Gansu,240,"59571","201705577290",2006-02-15 09:45:30.000,Jinchang,China
169,2,Erica,Matthews,erica.matthews@sakilacustomer.org,173,true,2006-02-14,2013-05-26 14:49:45.738,0,173,"1294 Firozabad Drive","",Jiangxi,407,"70618","161801569569",2006-02-15 09:45:30.000,Pingxiang,China
170,1,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,174,true,2006-02-14,2013-05-26 14:49:45.738,1,174,"1877 Ezhou Lane","",Rajasthan,550,"63337","264541743403",2006-02-15 09:45:30.000,Udaipur,India
171,2,Dolores,Wagner,dolores.wagner@sakilacustomer.org,175,true,2006-02-14,2013-05-26 14:49:45.738,1,175,"316 Uruapan Street","",Perak,223,"58194","275788967899",2006-02-15 09:45:30.000,Ipoh,Malaysia
172,1,Bernice,Willis,bernice.willis@sakilacustomer.org,176,true,2006-02-14,2013-05-26 14:49:45.738,1,176,"29 Pyongyang Loop","",Batman,58,"47753","734780743462",2006-02-15 09:45:30.000,Batman,Turkey
173,1,Audrey,Ray,audrey.ray@sakilacustomer.org,177,true,2006-02-14,2013-05-26 14:49:45.738,1,177,"1010 Klerksdorp Way","",Steiermark,186,"6802","493008546874",2006-02-15 09:45:30.000,Graz,Austria
174,2,Yvonne,Watkins,yvonne.watkins@sakilacustomer.org,178,true,2006-02-14,2013-05-26 14:49:45.738,1,178,"1848 Salala Boulevard","",Miranda,373,"25220","48265851133",2006-02-15 09:45:30.000,Ocumare del Tuy,Venezuela
175,1,Annette,Olson,annette.olson@sakilacustomer.org,179,true,2006-02-14,2013-05-26 14:49:45.738,1,179,"431 Xiangtan Avenue","",Kerala,18,"4854","230250973122",2006-02-15 09:45:30.000,Allappuzha (Alleppey),India
176,1,June,Carroll,june.carroll@sakilacustomer.org,180,true,2006-02-14,2013-05-26 14:49:45.738,1,180,"757 Rustenburg Avenue","",Skikda,483,"89668","506134035434",2006-02-15 09:45:30.000,Skikda,Algeria
177,2,Samantha,Duncan,samantha.duncan@sakilacustomer.org,181,true,2006-02-14,2013-05-26 14:49:45.738,1,181,"146 Johannesburg Way","",Tamaulipas,330,"54132","953689007081",2006-02-15 09:45:30.000,Matamoros,Mexico
178,2,Marion,Snyder,marion.snyder@sakilacustomer.org,182,true,2006-02-14,2013-05-26 14:49:45.738,1,182,"1891 Rizhao Boulevard","",So Paulo,456,"47288","391065549876",2006-02-15 09:45:30.000,Santa Brbara dOeste,Brazil
179,1,Dana,Hart,dana.hart@sakilacustomer.org,183,true,2006-02-14,2013-05-26 14:49:45.738,1,183,"1089 Iwatsuki Avenue","",Kirov,270,"35109","866092335135",2006-02-15 09:45:30.000,Kirovo-Tepetsk,Russian Federation
180,2,Stacy,Cunningham,stacy.cunningham@sakilacustomer.org,184,true,2006-02-14,2013-05-26 14:49:45.738,1,184,"1410 Benin City Parkway","",Risaralda,405,"29747","104150372603",2006-02-15 09:45:30.000,Pereira,Colombia
181,2,Ana,Bradley,ana.bradley@sakilacustomer.org,185,true,2006-02-14,2013-05-26 14:49:45.738,1,185,"682 Garden Grove Place","",Tennessee,333,"67497","72136330362",2006-02-15 09:45:30.000,Memphis,United States
182,1,Renee,Lane,renee.lane@sakilacustomer.org,186,true,2006-02-14,2013-05-26 14:49:45.738,1,186,"533 al-Ayn Boulevard","",California,126,"8862","662227486184",2006-02-15 09:45:30.000,Compton,United States
183,2,Ida,Andrews,ida.andrews@sakilacustomer.org,187,true,2006-02-14,2013-05-26 14:49:45.738,1,187,"1839 Szkesfehrvr Parkway","",Gois,317,"55709","947468818183",2006-02-15 09:45:30.000,Luzinia,Brazil
184,1,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,188,true,2006-02-14,2013-05-26 14:49:45.738,1,188,"741 Ambattur Manor","",Noord-Brabant,438,"43310","302590383819",2006-02-15 09:45:30.000,s-Hertogenbosch,Netherlands
185,1,Roberta,Harper,roberta.harper@sakilacustomer.org,189,true,2006-02-14,2013-05-26 14:49:45.738,1,189,"927 Barcelona Street","",Chaharmahal va Bakht,467,"65121","951486492670",2006-02-15 09:45:30.000,Shahr-e Kord,Iran
186,2,Holly,Fox,holly.fox@sakilacustomer.org,190,true,2006-02-14,2013-05-26 14:49:45.738,1,190,"435 0 Way","",West Bengali,195,"74750","760171523969",2006-02-15 09:45:30.000,Haldia,India
187,2,Brittany,Riley,brittany.riley@sakilacustomer.org,191,true,2006-02-14,2013-05-26 14:49:45.738,1,191,"140 Chiayi Parkway","",Sumy,506,"38982","855863906434",2006-02-15 09:45:30.000,Sumy,Ukraine
188,1,Melanie,Armstrong,melanie.armstrong@sakilacustomer.org,192,true,2006-02-14,2013-05-26 14:49:45.738,1,192,"1166 Changhwa Street","",Caraga,62,"58852","650752094490",2006-02-15 09:45:30.000,Bayugan,Philippines
189,1,Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,193,true,2006-02-14,2013-05-26 14:49:45.738,1,193,"891 Novi Sad Manor","",Ontario,383,"5379","247646995453",2006-02-15 09:45:30.000,Oshawa,Canada
190,2,Yolanda,Weaver,yolanda.weaver@sakilacustomer.org,194,true,2006-02-14,2013-05-26 14:49:45.738,1,194,"605 Rio Claro Parkway","",Tabora,513,"49348","352469351088",2006-02-15 09:45:30.000,Tabora,Tanzania
191,1,Jeanette,Greene,jeanette.greene@sakilacustomer.org,195,true,2006-02-14,2013-05-26 14:49:45.738,1,195,"1077 San Felipe de Puerto Plata Place","",Rostov-na-Donu,369,"65387","812824036424",2006-02-15 09:45:30.000,Novoterkassk,Russian Federation
192,1,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,196,true,2006-02-14,2013-05-26 14:49:45.738,1,196,"9 San Miguel de Tucumn Manor","",Uttar Pradesh,169,"90845","956188728558",2006-02-15 09:45:30.000,Firozabad,India
193,2,Katie,Elliott,katie.elliott@sakilacustomer.org,197,true,2006-02-14,2013-05-26 14:49:45.738,1,197,"447 Surakarta Loop","",Nyanza,271,"10428","940830176580",2006-02-15 09:45:30.000,Kisumu,Kenya
194,2,Kristen,Chavez,kristen.chavez@sakilacustomer.org,198,true,2006-02-14,2013-05-26 14:49:45.738,1,198,"345 Oshawa Boulevard","",Tokyo-to,204,"32114","104491201771",2006-02-15 09:45:30.000,Hino,Japan
195,1,Vanessa,Sims,vanessa.sims@sakilacustomer.org,199,true,2006-02-14,2013-05-26 14:49:45.738,1,199,"1792 Valle de la Pascua Place","",Nordrhein-Westfalen,477,"15540","419419591240",2006-02-15 09:45:30.000,Siegen,Germany
196,1,Alma,Austin,alma.austin@sakilacustomer.org,200,true,2006-02-14,2013-05-26 14:49:45.738,1,200,"1074 Binzhou Manor","",Baden-Wrttemberg,325,"36490","331132568928",2006-02-15 09:45:30.000,Mannheim,Germany
197,2,Sue,Peters,sue.peters@sakilacustomer.org,201,true,2006-02-14,2013-05-26 14:49:45.738,1,201,"817 Bradford Loop","",Jiangsu,109,"89459","264286442804",2006-02-15 09:45:30.000,Changzhou,China
198,2,Elsie,Kelley,elsie.kelley@sakilacustomer.org,202,true,2006-02-14,2013-05-26 14:49:45.738,1,202,"955 Bamenda Way","",Ondo & Ekiti,218,"1545","768481779568",2006-02-15 09:45:30.000,Ikerre,Nigeria
199,2,Beth,Franklin,beth.franklin@sakilacustomer.org,203,true,2006-02-14,2013-05-26 14:49:45.738,1,203,"1149 A Corua (La Corua) Boulevard","",Haiphong,194,"95824","470884141195",2006-02-15 09:45:30.000,Haiphong,Vietnam
200,2,Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,204,true,2006-02-14,2013-05-26 14:49:45.738,1,204,"387 Mwene-Ditu Drive","",Ahal,35,"8073","764477681869",2006-02-15 09:45:30.000,Ashgabat,Turkmenistan
201,1,Vicki,Fields,vicki.fields@sakilacustomer.org,205,true,2006-02-14,2013-05-26 14:49:45.738,1,205,"68 Molodetno Manor","",Nordrhein-Westfalen,575,"4662","146640639760",2006-02-15 09:45:30.000,Witten,Germany
202,2,Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,206,true,2006-02-14,2013-05-26 14:49:45.738,1,206,"642 Nador Drive","",Maharashtra,77,"3924","369050085652",2006-02-15 09:45:30.000,Bhusawal,India
203,1,Tara,Ryan,tara.ryan@sakilacustomer.org,207,true,2006-02-14,2013-05-26 14:49:45.738,1,207,"1688 Nador Lane","",Sulawesi Utara,184,"61613","652218196731",2006-02-15 09:45:30.000,Gorontalo,Indonesia
204,1,Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,208,true,2006-02-14,2013-05-26 14:49:45.738,1,208,"1215 Pyongyang Parkway","",Usak,557,"25238","646237101779",2006-02-15 09:45:30.000,Usak,Turkey
205,2,Eileen,Carr,eileen.carr@sakilacustomer.org,209,true,2006-02-14,2013-05-26 14:49:45.738,1,209,"1679 Antofagasta Street","",Alto Paran,122,"86599","905903574913",2006-02-15 09:45:30.000,Ciudad del Este,Paraguay
206,1,Terri,Vasquez,terri.vasquez@sakilacustomer.org,210,true,2006-02-14,2013-05-26 14:49:45.738,1,210,"1304 s-Hertogenbosch Way","",Santa Catarina,83,"10925","90336226227",2006-02-15 09:45:30.000,Blumenau,Brazil
207,1,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,211,true,2006-02-14,2013-05-26 14:49:45.738,1,211,"850 Salala Loop","",Kitaa,371,"10800","403404780639",2006-02-15 09:45:30.000,Nuuk,Greenland
208,1,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,212,true,2006-02-14,2013-05-26 14:49:45.738,1,212,"624 Oshawa Boulevard","",West Bengali,51,"89959","49677664184",2006-02-15 09:45:30.000,Balurghat,India
209,2,Tonya,Chapman,tonya.chapman@sakilacustomer.org,213,true,2006-02-14,2013-05-26 14:49:45.738,1,213,"43 Dadu Avenue","",Rajasthan,74,"4855","95666951770",2006-02-15 09:45:30.000,Bhilwara,India
210,2,Ella,Oliver,ella.oliver@sakilacustomer.org,214,true,2006-02-14,2013-05-26 14:49:45.738,1,214,"751 Lima Loop","",Aden,7,"99405","756460337785",2006-02-15 09:45:30.000,Aden,Yemen
211,1,Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,215,true,2006-02-14,2013-05-26 14:49:45.738,1,215,"1333 Haldia Street","",Jilin,174,"82161","408304391718",2006-02-15 09:45:30.000,Fuyu,China
212,2,Wilma,Richards,wilma.richards@sakilacustomer.org,216,true,2006-02-14,2013-05-26 14:49:45.738,1,216,"660 Jedda Boulevard","",Washington,65,"25053","168758068397",2006-02-15 09:45:30.000,Bellevue,United States
213,1,Gina,Williamson,gina.williamson@sakilacustomer.org,217,true,2006-02-14,2013-05-26 14:49:45.738,1,217,"1001 Miyakonojo Lane","",Taizz,518,"67924","584316724815",2006-02-15 09:45:30.000,Taizz,Yemen
214,1,Kristin,Johnston,kristin.johnston@sakilacustomer.org,218,true,2006-02-14,2013-05-26 14:49:45.738,1,218,"226 Brest Manor","",California,508,"2299","785881412500",2006-02-15 09:45:30.000,Sunnyvale,United States
215,2,Jessie,Banks,jessie.banks@sakilacustomer.org,219,true,2006-02-14,2013-05-26 14:49:45.738,1,219,"1229 Valencia Parkway","",Haskovo,498,"99124","352679173732",2006-02-15 09:45:30.000,Stara Zagora,Bulgaria
216,1,Natalie,Meyer,natalie.meyer@sakilacustomer.org,220,true,2006-02-14,2013-05-26 14:49:45.738,1,220,"1201 Qomsheh Manor","",Gois,28,"21464","873492228462",2006-02-15 09:45:30.000,Aparecida de Goinia,Brazil
217,2,Agnes,Bishop,agnes.bishop@sakilacustomer.org,221,true,2006-02-14,2013-05-26 14:49:45.738,1,221,"866 Shivapuri Manor","",Uttar Pradesh,448,"22474","778502731092",2006-02-15 09:45:30.000,Sambhal,India
218,1,Vera,Mccoy,vera.mccoy@sakilacustomer.org,222,true,2006-02-14,2013-05-26 14:49:45.738,1,222,"1168 Najafabad Parkway","",Kabol,251,"40301","886649065861",2006-02-15 09:45:30.000,Kabul,Afghanistan
219,2,Willie,Howell,willie.howell@sakilacustomer.org,223,true,2006-02-14,2013-05-26 14:49:45.738,1,223,"1244 Allappuzha (Alleppey) Place","",Buenos Aires,567,"20657","991802825778",2006-02-15 09:45:30.000,Vicente Lpez,Argentina
220,2,Charlene,Alvarez,charlene.alvarez@sakilacustomer.org,224,true,2006-02-14,2013-05-26 14:49:45.738,1,224,"1842 Luzinia Boulevard","",Zanzibar West,593,"94420","706878974831",2006-02-15 09:45:30.000,Zanzibar,Tanzania
221,1,Bessie,Morrison,bessie.morrison@sakilacustomer.org,225,true,2006-02-14,2013-05-26 14:49:45.738,1,225,"1926 Gingoog Street","",Sisilia,511,"22824","469738825391",2006-02-15 09:45:30.000,Syrakusa,Italy
222,2,Delores,Hansen,delores.hansen@sakilacustomer.org,226,true,2006-02-14,2013-05-26 14:49:45.738,1,226,"810 Palghat (Palakkad) Boulevard","",Jaroslavl,235,"73431","516331171356",2006-02-15 09:45:30.000,Jaroslavl,Russian Federation
223,1,Melinda,Fernandez,melinda.fernandez@sakilacustomer.org,227,true,2006-02-14,2013-05-26 14:49:45.738,1,227,"1820 Maring Parkway","",Punjab,324,"88307","99760893676",2006-02-15 09:45:30.000,Mandi Bahauddin,Pakistan
224,2,Pearl,Garza,pearl.garza@sakilacustomer.org,228,true,2006-02-14,2013-05-26 14:49:45.738,1,228,"60 Poos de Caldas Street","",Rajasthan,243,"82338","963063788669",2006-02-15 09:45:30.000,Jodhpur,India
225,1,Arlene,Harvey,arlene.harvey@sakilacustomer.org,229,true,2006-02-14,2013-05-26 14:49:45.738,1,229,"1014 Loja Manor","",Tamil Nadu,22,"66851","460795526514",2006-02-15 09:45:30.000,Ambattur,India
226,2,Maureen,Little,maureen.little@sakilacustomer.org,230,true,2006-02-14,2013-05-26 14:49:45.738,1,230,"201 Effon-Alaiye Way","",Asuncin,37,"64344","684192903087",2006-02-15 09:45:30.000,Asuncin,Paraguay
227,1,Colleen,Burton,colleen.burton@sakilacustomer.org,231,true,2006-02-14,2013-05-26 14:49:45.738,1,231,"430 Alessandria Loop","",Saarland,439,"47446","669828224459",2006-02-15 09:45:30.000,Saarbrcken,Germany
228,2,Allison,Stanley,allison.stanley@sakilacustomer.org,232,true,2006-02-14,2013-05-26 14:49:45.738,1,232,"754 Valencia Place","",Phnom Penh,406,"87911","594319417514",2006-02-15 09:45:30.000,Phnom Penh,Cambodia
229,1,Tamara,Nguyen,tamara.nguyen@sakilacustomer.org,233,true,2006-02-14,2013-05-26 14:49:45.738,1,233,"356 Olomouc Manor","",Gois,26,"93323","22326410776",2006-02-15 09:45:30.000,Anpolis,Brazil
230,2,Joy,George,joy.george@sakilacustomer.org,234,true,2006-02-14,2013-05-26 14:49:45.738,1,234,"1256 Bislig Boulevard","",Botosani,86,"50598","479007229460",2006-02-15 09:45:30.000,Botosani,Romania
231,1,Georgia,Jacobs,georgia.jacobs@sakilacustomer.org,235,true,2006-02-14,2013-05-26 14:49:45.738,1,235,"954 Kimchon Place","",West Bengali,559,"42420","541327526474",2006-02-15 09:45:30.000,Uttarpara-Kotrung,India
232,2,Constance,Reid,constance.reid@sakilacustomer.org,236,true,2006-02-14,2013-05-26 14:49:45.738,1,236,"885 Yingkou Manor","",Kaduna,596,"31390","588964509072",2006-02-15 09:45:30.000,Zaria,Nigeria
233,2,Lillie,Kim,lillie.kim@sakilacustomer.org,237,true,2006-02-14,2013-05-26 14:49:45.738,1,237,"1736 Cavite Place","",Qina,216,"98775","431770603551",2006-02-15 09:45:30.000,Idfu,Egypt
